"Date","Price","Open","High","Low","Vol.","Change %"
"11/05/2018","392.98","391.47","393.03","389.29","1,211.77B","-0.56%"
"11/02/2018","395.20","394.26","396.52","391.30","1,503.23B","0.63%"
"11/01/2018","392.71","390.64","394.86","387.42","1,326.08B","0.87%"
"10/31/2018","389.31","379.10","389.31","379.10","1,284.59B","3.98%"
"10/30/2018","374.40","373.82","377.28","372.60","993.62B","-0.09%"
"10/29/2018","374.74","374.99","376.47","371.67","1,026.53B","0.43%"
"10/26/2018","373.15","376.94","379.51","369.08","1,251.07B","-0.11%"
"10/25/2018","373.55","377.36","377.36","372.65","1,269.96B","-3.34%"
"10/24/2018","386.45","386.08","389.10","382.08","1,042.41B","0.13%"
"10/23/2018","385.95","391.00","392.44","385.95","852.90B","-2.42%"
"10/22/2018","395.52","389.62","396.25","387.48","812.28B","0.63%"
"10/19/2018","393.05","389.20","393.05","385.19","1,171.67B","-0.34%"
"10/18/2018","394.38","395.67","397.84","393.01","744.73B","-0.45%"
"10/17/2018","396.15","399.71","402.88","396.15","1,017.93B","0.25%"
"10/16/2018","395.18","389.45","396.44","389.16","1,008.81B","1.31%"
"10/15/2018","390.06","393.06","393.37","389.16","1,013.39B","-1.45%"
"10/12/2018","395.81","385.78","395.98","382.97","1,420.91B","3.23%"
"10/11/2018","383.42","398.12","398.12","383.02","2,009.69B","-6.64%"
"10/09/2018","410.68","412.52","413.10","408.88","1,179.13B","-0.30%"
"10/08/2018","411.93","413.72","416.22","409.47","1,010.44B","-1.28%"
"10/05/2018","417.27","423.00","424.39","414.24","1,504.21B","-2.14%"
"10/04/2018","426.40","432.14","432.18","426.36","952.06B","-1.79%"
"10/03/2018","434.17","435.19","436.18","432.61","836.53B","-0.22%"
"10/02/2018","435.12","441.38","442.11","434.52","923.16B","-1.46%"
"10/01/2018","441.58","439.80","442.40","439.33","775.05B","0.53%"
"09/28/2018","439.27","442.29","443.64","437.25","1,057.58B","-0.38%"
"09/27/2018","440.96","439.32","441.77","438.15","953.52B","0.37%"
"09/26/2018","439.34","439.43","440.92","438.11","856.69B","-0.05%"
"09/25/2018","439.58","436.87","440.40","436.01","923.42B","0.40%"
"09/21/2018","437.83","436.38","437.83","432.18","1,241.28B","0.72%"
"09/20/2018","434.72","438.74","439.58","433.02","1,134.85B","-0.38%"
"09/19/2018","436.39","436.60","438.08","436.06","1,024.90B","0.75%"
"09/18/2018","433.15","437.58","437.77","433.00","1,084.23B","-1.57%"
"09/17/2018","440.05","443.23","443.25","438.96","982.60B","-0.52%"
"09/14/2018","442.34","436.43","442.94","436.43","1,218.61B","2.17%"
"09/13/2018","432.95","437.24","437.50","432.15","1,022.13B","-0.97%"
"09/12/2018","437.17","440.76","441.52","434.82","1,096.91B","-0.63%"
"09/11/2018","439.96","439.55","442.02","436.74","1,202.00B","0.05%"
"09/10/2018","439.74","448.04","448.04","437.98","1,591.99B","-1.50%"
"09/07/2018","446.42","450.56","450.57","444.52","1,541.43B","-0.84%"
"09/06/2018","450.21","457.17","457.17","450.18","1,166.78B","-1.11%"
"09/05/2018","455.28","454.48","457.51","453.05","1,044.98B","0.55%"
"09/04/2018","452.80","451.72","454.02","449.65","927.98B","0.54%"
"09/03/2018","450.37","456.02","457.13","449.81","1,104.79B","-0.82%"
"08/31/2018","454.10","453.89","454.47","451.04","1,123.61B","-0.90%"
"08/30/2018","458.21","460.29","462.90","457.56","1,132.49B","0.49%"
"08/29/2018","455.99","450.59","455.99","450.59","1,018.57B","1.89%"
"08/28/2018","447.52","445.21","448.76","445.21","1,140.13B","1.21%"
"08/27/2018","442.15","439.49","443.02","439.49","933.76B","1.15%"
"08/24/2018","437.13","440.00","440.02","435.68","908.16B","-0.56%"
"08/23/2018","439.58","438.51","440.13","437.62","927.66B","0.45%"
"08/22/2018","437.60","437.94","439.16","436.41","884.15B","-0.08%"
"08/21/2018","437.97","434.30","437.97","434.30","1,067.92B","0.82%"
"08/20/2018","434.40","434.65","435.81","431.96","1,178.23B","0.06%"
"08/17/2018","434.14","435.88","438.65","433.90","1,241.47B","-0.14%"
"08/16/2018","434.77","432.58","437.77","429.94","1,402.55B","-0.24%"
"08/15/2018","435.83","442.00","442.00","433.89","1,371.16B","-1.33%"
"08/14/2018","441.72","442.70","443.21","439.08","1,242.38B","0.52%"
"08/13/2018","439.42","448.58","448.58","436.42","1,594.29B","-2.79%"
"08/10/2018","452.04","454.46","455.46","451.52","1,158.41B","-0.79%"
"08/09/2018","455.66","456.70","457.04","453.65","1,108.93B","-0.29%"
"08/08/2018","456.99","455.70","458.43","455.66","1,165.92B","0.94%"
"08/07/2018","452.72","454.79","455.28","452.60","1,095.00B","-0.44%"
"08/06/2018","454.71","453.74","456.59","453.41","1,029.21B","-0.06%"
"08/03/2018","455.00","453.19","455.45","453.03","1,148.68B","0.80%"
"08/02/2018","451.40","459.98","460.04","450.72","1,241.70B","-1.71%"
"08/01/2018","459.25","457.56","459.96","457.56","1,247.23B","0.66%"
"07/31/2018","456.25","454.13","456.94","452.65","1,385.97B","-0.03%"
"07/30/2018","456.40","459.20","459.34","454.65","1,302.75B","-0.65%"
"07/27/2018","459.40","455.66","459.40","454.98","1,423.39B","1.05%"
"07/26/2018","454.64","454.13","456.21","453.04","1,339.57B","0.22%"
"07/25/2018","453.64","451.41","454.14","451.41","1,142.05B","-0.13%"
"07/24/2018","454.22","451.68","454.22","450.41","1,296.99B","0.38%"
"07/23/2018","452.48","452.06","455.26","450.17","1,378.80B","0.12%"
"07/20/2018","451.96","452.01","453.37","450.15","1,502.93B","1.65%"
"07/19/2018","444.62","445.66","447.53","444.44","1,340.96B","0.26%"
"07/18/2018","443.47","444.16","446.10","441.92","1,550.97B","0.40%"
"07/17/2018","441.72","443.10","444.36","440.70","1,247.56B","-0.46%"
"07/16/2018","443.74","445.81","446.75","443.74","1,201.84B","-0.39%"
"07/13/2018","445.48","441.77","445.48","441.77","1,381.15B","1.35%"
"07/12/2018","439.56","434.66","440.70","434.66","1,314.13B","0.64%"
"07/11/2018","436.76","437.32","437.58","434.67","1,406.00B","-0.92%"
"07/10/2018","440.82","440.02","441.87","439.51","1,584.51B","0.50%"
"07/09/2018","438.61","436.07","440.88","435.89","1,560.79B","1.24%"
"07/06/2018","433.25","433.92","435.21","428.34","1,697.81B","0.52%"
"07/05/2018","431.03","435.19","436.25","429.74","1,381.64B","-1.22%"
"07/04/2018","436.35","437.20","438.66","434.70","1,394.58B","0.26%"
"07/03/2018","435.24","439.49","443.72","434.25","1,662.68B","-0.58%"
"07/02/2018","437.77","441.71","443.30","437.77","1,468.21B","-0.52%"
"06/29/2018","440.04","432.93","440.04","432.93","1,377.96B","1.91%"
"06/28/2018","431.78","431.81","434.75","430.11","1,400.67B","-0.44%"
"06/27/2018","433.67","437.55","439.21","433.67","1,528.88B","-0.52%"
"06/26/2018","435.94","435.23","436.57","430.57","1,758.22B","-0.46%"
"06/25/2018","437.95","441.26","442.08","437.95","1,598.54B","-1.83%"
"06/22/2018","446.12","446.15","447.47","442.26","1,891.25B","-0.60%"
"06/21/2018","448.81","449.49","451.77","448.69","1,706.28B","0.11%"
"06/20/2018","448.31","449.11","450.20","444.11","2,030.24B","-0.23%"
"06/19/2018","449.36","453.81","453.81","449.36","1,984.26B","-2.04%"
"06/15/2018","458.72","453.59","458.72","452.55","2,308.59B","0.88%"
"06/14/2018","454.70","460.14","460.33","454.70","2,068.72B","-1.63%"
"06/13/2018","462.24","460.17","462.57","458.58","2,312.21B","0.60%"
"06/12/2018","459.47","458.70","460.41","455.41","2,073.90B","0.05%"
"06/11/2018","459.26","459.78","461.24","457.95","1,849.92B","0.07%"
"06/08/2018","458.94","463.82","464.10","457.88","1,985.67B","-1.18%"
"06/07/2018","464.41","463.15","464.82","461.04","2,434.18B","0.63%"
"06/06/2018","461.51","457.21","461.80","457.21","2,051.72B","1.13%"
"06/05/2018","456.35","458.49","458.53","453.72","2,084.38B","-0.13%"
"06/04/2018","456.94","452.54","457.16","452.54","1,858.23B","1.82%"
"06/01/2018","448.76","446.23","449.99","445.94","1,852.12B","0.71%"
"05/31/2018","445.59","445.97","448.49","443.76","2,611.04B","0.30%"
"05/30/2018","444.25","447.31","447.31","442.92","1,817.74B","-1.27%"
"05/29/2018","449.97","450.64","451.29","448.31","1,649.30B","-0.29%"
"05/28/2018","451.28","450.94","452.23","450.41","1,710.63B","0.63%"
"05/25/2018","448.45","446.66","450.09","445.71","1,431.34B","0.54%"
"05/24/2018","446.04","444.75","446.94","443.56","1,342.32B","0.58%"
"05/23/2018","443.48","448.41","449.08","443.43","1,445.10B","-0.52%"
"05/22/2018","445.82","447.58","450.42","445.82","1,557.38B","-0.07%"
"05/21/2018","446.12","439.97","447.04","439.97","1,349.78B","1.85%"
"05/18/2018","438.02","439.60","441.90","437.46","1,199.62B","-0.26%"
"05/17/2018","439.15","445.11","446.14","439.15","1,518.27B","-1.18%"
"05/16/2018","444.39","443.96","446.19","442.80","1,832.97B","-0.13%"
"05/15/2018","444.95","448.86","449.71","444.50","1,549.47B","-0.69%"
"05/14/2018","448.05","448.45","448.90","446.01","1,473.13B","1.16%"
"05/11/2018","442.93","442.45","444.33","442.10","1,669.69B","0.83%"
"05/10/2018","439.27","438.70","440.48","438.22","1,556.09B","0.57%"
"05/09/2018","436.77","435.68","439.70","435.68","1,538.81B","0.26%"
"05/08/2018","435.65","431.52","436.07","431.44","1,512.31B","1.06%"
"05/07/2018","431.08","430.67","432.92","428.35","1,160.26B","0.93%"
"05/04/2018","427.11","424.66","428.85","424.38","1,230.23B","0.64%"
"05/03/2018","424.39","426.35","426.98","423.79","1,272.89B","-1.05%"
"05/02/2018","428.89","432.30","433.67","428.06","1,215.56B","-0.61%"
"04/30/2018","431.54","426.67","431.91","425.03","1,073.98B","1.09%"
"04/27/2018","426.87","427.44","428.58","423.77","1,183.03B","0.83%"
"04/26/2018","423.37","429.12","430.82","422.72","1,449.01B","-1.01%"
"04/25/2018","427.70","427.20","429.49","425.42","1,393.17B","-0.47%"
"04/24/2018","429.70","434.41","434.74","427.47","1,521.72B","-1.38%"
"04/23/2018","435.73","439.00","440.10","435.31","1,223.29B","-1.08%"
"04/20/2018","440.48","442.01","444.36","440.46","1,252.44B","-3.12%"
"04/19/2018","454.65","451.64","455.59","451.07","1,423.18B","1.38%"
"04/18/2018","448.47","449.14","453.03","446.25","1,331.04B","0.31%"
"04/17/2018","447.09","454.19","454.48","446.86","1,658.42B","-1.57%"
"04/16/2018","454.21","453.73","454.80","452.26","1,461.01B","0.06%"
"04/13/2018","453.95","453.94","455.16","452.73","1,481.07B","0.29%"
"04/12/2018","452.62","455.11","456.27","451.18","1,315.04B","-0.43%"
"04/11/2018","454.56","454.60","457.47","454.22","1,168.64B","0.45%"
"04/10/2018","452.53","450.48","455.70","449.76","1,168.34B","0.32%"
"04/09/2018","451.08","453.87","454.32","449.34","1,180.16B","0.03%"
"04/03/2018","450.94","451.41","451.41","448.62","1,024.07B","-0.89%"
"04/02/2018","454.99","458.14","459.82","454.39","1,095.34B","-0.46%"
"03/31/2018","457.07","457.67","458.59","456.13","787.94B","0.11%"
"03/30/2018","456.56","457.43","460.72","456.56","1,160.49B","0.65%"
"03/29/2018","453.63","453.77","456.56","452.00","1,067.24B","-0.21%"
"03/28/2018","454.59","458.31","458.31","454.06","1,175.22B","-1.51%"
"03/27/2018","461.57","457.64","461.57","457.64","1,298.76B","1.79%"
"03/26/2018","453.46","450.10","453.57","449.88","1,205.86B","0.13%"
"03/23/2018","452.88","455.01","456.12","451.07","1,426.12B","-2.22%"
"03/22/2018","463.17","467.39","468.79","461.59","1,512.19B","-0.39%"
"03/21/2018","464.98","465.22","466.67","463.54","1,492.50B","0.32%"
"03/20/2018","463.50","463.65","464.12","461.98","1,290.07B","-0.45%"
"03/19/2018","465.61","462.70","466.89","461.63","1,328.65B","0.30%"
"03/16/2018","464.23","464.36","466.02","459.87","1,664.43B","-0.14%"
"03/15/2018","464.90","466.11","466.70","464.34","1,427.54B","-0.18%"
"03/14/2018","465.74","466.92","467.60","464.71","1,426.85B","-0.72%"
"03/13/2018","469.12","464.75","469.16","464.75","1,486.71B","1.32%"
"03/12/2018","463.01","460.61","464.42","460.61","1,511.32B","1.12%"
"03/09/2018","457.90","456.97","458.68","456.35","1,716.64B","0.57%"
"03/08/2018","455.29","453.44","457.05","453.44","1,833.76B","1.05%"
"03/07/2018","450.56","451.36","454.12","450.28","1,362.51B","-0.48%"
"03/06/2018","452.74","448.78","452.75","448.78","1,181.97B","1.91%"
"03/05/2018","444.27","447.67","448.65","444.16","1,170.76B","-0.30%"
"03/02/2018","445.61","445.07","446.06","442.34","1,074.91B","-0.67%"
"03/01/2018","448.62","447.80","449.48","445.56","1,279.70B","-0.28%"
"02/27/2018","449.90","454.35","456.18","449.90","1,487.87B","-0.16%"
"02/26/2018","450.62","451.69","453.88","450.62","1,239.71B","0.22%"
"02/23/2018","449.63","445.02","450.25","445.02","1,346.27B","1.42%"
"02/22/2018","443.33","446.10","446.10","442.69","1,340.88B","-0.61%"
"02/21/2018","446.04","441.89","447.37","441.89","1,560.80B","2.94%"
"02/12/2018","433.30","433.63","435.91","433.01","1,210.58B","0.58%"
"02/09/2018","430.80","428.42","431.40","421.79","1,782.84B","-1.77%"
"02/08/2018","438.58","440.90","443.77","438.05","1,496.14B","-0.55%"
"02/07/2018","441.00","444.30","447.79","441.00","1,750.12B","1.01%"
"02/06/2018","436.58","449.09","449.09","430.49","2,822.31B","-5.14%"
"02/05/2018","460.22","459.87","461.76","456.58","1,431.72B","-2.09%"
"02/02/2018","470.02","469.71","471.15","465.98","1,338.37B","0.03%"
"02/01/2018","469.86","468.55","472.80","468.55","1,513.33B","0.84%"
"01/31/2018","465.93","463.30","468.42","462.61","1,702.18B","0.28%"
"01/30/2018","464.63","469.20","470.32","464.56","1,829.95B","-1.42%"
"01/29/2018","471.33","471.12","473.52","468.13","1,636.14B","0.88%"
"01/26/2018","467.22","467.66","469.37","465.05","1,829.36B","-0.29%"
"01/25/2018","468.58","469.83","476.09","467.58","2,382.63B","-0.25%"
"01/24/2018","469.75","473.95","473.98","467.79","2,150.49B","-1.24%"
"01/23/2018","475.65","474.92","477.12","473.10","2,371.01B","0.38%"
"01/22/2018","473.85","469.35","474.08","469.06","2,090.94B","1.28%"
"01/19/2018","467.85","465.22","467.85","463.56","1,616.86B","1.46%"
"01/18/2018","461.14","458.81","463.69","458.81","1,783.90B","1.17%"
"01/17/2018","455.80","454.39","456.70","452.46","2,058.22B","0.19%"
"01/16/2018","454.92","452.96","454.92","451.45","1,852.30B","0.42%"
"01/15/2018","453.02","452.29","453.58","450.93","1,411.15B","0.85%"
"01/12/2018","449.22","445.15","450.32","445.15","1,607.95B","1.02%"
"01/11/2018","444.69","444.77","445.79","442.74","1,175.52B","-0.16%"
"01/10/2018","445.40","451.23","451.98","444.86","1,310.73B","-1.42%"
"01/09/2018","451.83","453.63","454.15","450.06","1,354.52B","-0.30%"
"01/08/2018","453.20","454.82","454.82","452.01","1,605.62B","-0.07%"
"01/05/2018","453.53","453.34","453.83","450.46","1,667.97B","0.15%"
"01/04/2018","452.85","452.57","453.52","449.86","1,878.71B","0.59%"
"01/03/2018","450.21","448.66","451.48","448.66","1,581.24B","1.09%"
"01/02/2018","445.36","443.12","445.36","442.21","1,182.23B","0.87%"
"12/29/2017","441.53","439.47","442.33","439.30","1,242.87B","0.85%"
"12/28/2017","437.81","434.72","439.58","434.72","1,202.24B","1.12%"
"12/27/2017","432.95","432.31","434.45","432.31","962.15B","0.12%"
"12/26/2017","432.41","438.48","438.54","431.38","1,247.48B","-1.34%"
"12/25/2017","438.28","439.82","440.41","437.74","1,239.22B","-0.20%"
"12/22/2017","439.18","437.24","439.18","436.02","1,202.60B","0.61%"
"12/21/2017","436.51","439.05","439.99","436.51","1,283.12B","-0.23%"
"12/20/2017","437.52","435.19","437.83","435.10","1,298.39B","0.55%"
"12/19/2017","435.12","437.90","439.93","434.61","1,321.36B","-0.65%"
"12/18/2017","437.97","437.33","439.11","436.53","1,178.99B","-0.13%"
"12/15/2017","438.56","439.55","440.02","435.22","1,408.36B","-0.54%"
"12/14/2017","440.94","438.91","442.96","438.91","1,342.42B","0.77%"
"12/13/2017","437.59","437.79","439.18","436.84","1,247.59B","-0.03%"
"12/12/2017","437.71","441.12","441.41","435.80","1,342.95B","-0.48%"
"12/11/2017","439.82","438.26","441.53","438.07","1,489.94B","1.02%"
"12/08/2017","435.40","436.94","437.36","432.19","1,737.19B","0.48%"
"12/07/2017","433.33","435.27","436.02","430.58","1,601.02B","-0.23%"
"12/06/2017","434.31","441.31","441.60","433.82","1,713.10B","-2.00%"
"12/05/2017","443.16","446.68","447.08","441.87","1,712.93B","-1.46%"
"12/04/2017","449.72","449.65","451.01","446.89","1,543.55B","0.24%"
"12/01/2017","448.64","450.58","452.51","444.01","2,149.84B","0.02%"
"11/30/2017","448.55","451.50","453.54","448.55","3,001.00B","-2.17%"
"11/29/2017","458.49","459.79","461.24","457.76","2,014.87B","0.06%"
"11/28/2017","458.23","459.84","460.75","457.35","1,839.12B","-0.61%"
"11/27/2017","461.03","466.18","467.22","460.95","1,839.82B","-1.40%"
"11/24/2017","467.56","465.76","468.83","465.33","1,954.77B","0.33%"
"11/23/2017","466.01","464.44","467.02","463.53","1,778.87B","0.47%"
"11/22/2017","463.81","464.67","467.45","463.36","2,289.13B","0.21%"
"11/21/2017","462.82","459.88","463.13","459.49","1,618.38B","1.00%"
"11/20/2017","458.23","462.15","463.10","457.85","1,382.96B","-0.79%"
"11/17/2017","461.89","460.45","463.69","460.45","1,574.83B","1.06%"
"11/16/2017","457.03","456.17","459.48","455.32","1,433.90B","0.19%"
"11/15/2017","456.16","457.83","458.22","454.28","1,465.51B","-0.83%"
"11/14/2017","460.00","461.49","462.46","458.14","1,729.65B","0.13%"
"11/13/2017","459.42","462.81","464.24","459.42","1,700.96B","-0.83%"
"11/10/2017","463.27","462.30","464.18","459.16","1,548.94B","-0.27%"
"11/09/2017","464.53","468.04","469.50","463.40","2,134.56B","-1.04%"
"11/08/2017","469.41","470.75","471.36","468.87","1,823.03B","-0.30%"
"11/07/2017","470.84","469.70","471.25","468.93","1,820.65B","0.79%"
"11/06/2017","467.14","471.31","471.76","466.23","1,568.41B","0.01%"
"11/03/2017","467.07","467.74","469.90","465.43","1,575.36B","-0.01%"
"11/02/2017","467.14","468.14","469.46","467.03","1,762.96B","-0.34%"
"11/01/2017","468.73","469.75","471.32","467.44","1,758.56B","0.12%"
"10/31/2017","468.16","467.11","470.35","465.69","1,497.56B","0.45%"
"10/30/2017","466.06","466.84","470.74","464.93","1,444.05B","0.90%"
"10/27/2017","461.89","465.16","467.67","461.41","1,987.22B","-0.36%"
"10/26/2017","463.55","462.75","465.03","462.09","1,454.60B","-0.06%"
"10/25/2017","463.85","465.30","466.75","463.39","1,719.49B","0.11%"
"10/24/2017","463.33","464.35","465.54","463.23","1,464.37B","0.00%"
"10/23/2017","463.35","464.92","466.80","463.32","1,370.55B","0.13%"
"10/20/2017","462.74","463.32","464.92","461.38","1,460.86B","-0.47%"
"10/19/2017","464.92","463.63","467.35","463.55","1,552.76B","0.67%"
"10/18/2017","461.81","465.18","466.00","460.19","1,580.68B","0.09%"
"10/17/2017","461.41","466.21","466.55","461.41","1,605.87B","-0.77%"
"10/16/2017","464.97","462.88","465.24","462.39","1,582.37B","0.63%"
"10/13/2017","462.07","460.96","462.07","458.74","1,532.04B","0.28%"
"10/12/2017","460.77","457.87","461.06","457.85","1,514.51B","1.13%"
"10/11/2017","455.64","451.78","457.74","451.78","1,764.79B","1.41%"
"10/06/2017","449.32","450.52","451.33","448.11","1,215.90B","0.04%"
"10/05/2017","449.14","446.48","450.05","446.48","1,258.08B","0.62%"
"10/03/2017","446.39","445.21","447.98","444.75","1,251.98B","0.19%"
"10/02/2017","445.56","443.95","446.24","442.64","1,118.34B","1.06%"
"09/30/2017","440.87","440.15","442.29","440.15","776.08B","0.67%"
"09/29/2017","437.95","437.75","438.54","435.30","1,282.81B","0.38%"
"09/28/2017","436.28","438.12","439.27","435.58","1,322.06B","-0.02%"
"09/27/2017","436.35","436.63","437.97","435.67","1,293.99B","1.05%"
"09/26/2017","431.82","437.19","438.96","431.82","1,555.96B","-1.26%"
"09/25/2017","437.35","442.90","443.10","437.35","1,641.53B","-1.42%"
